id,name
7ohlPA8dRBtCf92zaZCaaB,Crowded House
4xXCRXOfQKQ2gjWxNhNzYW,Air
2RdwBSPQiwcmiDo9kixcl8,Pharrell Williams
6MUyqmIQ35inLjch0YzIEG,Frou Frou
1bs7HoMkSyQwcobCpE9KpN,The Mamas & the Papas
63MQldklfxkjYDoUE4Tppz,M83
2I8H267eH5va9da4vGt38O,Lucy Bedroque
4RddZ3iHvSpGV4dvATac9X,Papa Roach
4uFZsG1vXrPcvnZ4iSQyrx,C418
6TcnmlCSxihzWOQJ8k0rNS,Third Eye Blind
6Rx1JKzBrSzoKQtmbVmBnM,Hayley Williams
2n2RSaZqBuUUukhbLlpnE6,Sleep Token
5BtHciL0e0zOP7prIHn3pP,Breaking Benjamin
3TNt4aUIxgfy9aoaft5Jj2,Yeah Yeah Yeahs
164Uj4eKjl6zTBKfJLFKKK,JVKE
432R46LaYsJZV2Gmc4jUV5,Joy Division
12j6dJrPXanCBwY599pZxf,Matt Maltese
4LEiUm1SRbFMgfqnQTwUbQ,Bon Iver
